A*,Flood Fill,Rotation Aware(0.5),Rotation Aware(1),UF SPS,MHIP,PSO,DFS
45.12,45.12,45.22,45.4,45.62,45.58,46.12,86.58
23.8,23.96,21.65,21.37,21.49,21.45,24.88,48.62
64.92643223773727,64.75353902608876,64.70803036173506,64.63805561364008,64.31834998194064,64.92089832885422,66.30549861343124,124.88391571507204
