A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
104.316,104.316,104.476,104.824,105.42,105.136,105.316,663.4
43.532,43.592,29.072,28.622,29.212,28.774,44.528,305.132
136.55410788985654,136.83507340197124,123.02138058182298,122.80908288819496,123.92465056278942,123.91547985612874,137.98289504481062,881.3862675054557
