A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
110.132,110.132,110.284,110.72,111.736,111.272,111.132,575.824
53.05,53.032,41.23,40.664,40.498,40.426,54.09,300.216
153.85731658827925,154.00988513127956,146.73983386206316,146.6206884046523,146.32088017943082,147.0048263551823,155.3260986931471,807.9049421842184
