A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
183.884,183.884,184.416,185.58,187.612,186.852,184.884,1242.06
94.334,94.832,81.418,79.784,79.13,79.35,95.378,692.82
263.16794944742287,263.0184624399835,258.14032546785575,258.3268739475146,258.5928622464786,259.5911498461305,264.5515944655307,1787.6897109801928
