A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
105.236,105.236,105.39,105.727,106.367,106.09,106.236,658.269
44.613,44.6565,30.183,29.7115,30.252,29.755,45.6185,302.0895
138.61414523249795,138.41371503773541,125.27556553835025,125.04594068017173,125.900967558214,125.99971401995765,140.03721665892076,873.0549935440877
