A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
107.676,107.676,107.882,108.414,109.346,108.966,108.676,594.138
51.36,51.751,39.034,38.298,38.3,38.097,52.426,308.86
150.012100564201,150.37666319165984,142.2542335017778,142.07588032254415,141.71809143200005,142.4273075929535,151.41805171677473,832.3148263348737
