A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
174.264,174.264,174.618,175.476,177.17,176.462,175.264,1469.778
83.724,83.769,63.181,62.031,61.966,61.668,84.814,766.149
243.69042373009398,243.85301918427066,229.55332850393324,229.14406955155349,229.43098210125063,229.97130843827352,245.10571297866957,2059.73835526519
