A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
91.974,91.974,92.158,92.64,93.488,93.22,92.974,323.674
47.112,47.372,41.32,40.658,40.419,40.478,48.083,179.683
130.93532710611646,131.03649529140108,128.79900119251255,128.88277752474136,129.20449664152716,129.40716525905484,132.2959132517655,464.93329898082305
