A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
224.12,224.12,225.06,226.24,228.9,227.86,225.12,2031.42
112.12,113.8,94.34,92.72,92.1,92.22,113.5,1128.41
320.7766193298534,320.5415645122505,313.4755861052481,312.7946106260019,312.7672852149497,313.8715492874547,322.08308686093494,2917.459590357293
