A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
114.092,114.092,114.412,115.008,116.124,115.82,115.092,501.264
58.492,58.558,50.922,50.138,49.846,49.862,59.574,278.302
162.77956682031657,163.04847345822316,160.3072141298204,160.23420662192814,160.5072764593195,161.0009820886587,164.11720173930658,720.9476804147928
