A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
130.114,130.114,130.404,131.078,132.352,131.804,131.114,837.54
62.854,62.681,47.887,46.981,46.81,46.692,63.925,438.693
182.34728392693933,182.03438738871992,172.71533633065428,172.3851942631311,172.4775946213953,172.91416316643983,183.7632645164063,1176.6723485283696
