A*,Flood Fill,RA(0.5),RA(1),UFSPS,MHIP,PSO,DFS
86.182,86.182,86.35,86.712,87.518,87.138,87.182,378.77
41.533,41.462,32.336,31.84,31.72,31.642,42.54,198.116
120.41414584879593,120.5930356756565,115.00629033751001,114.88922561613467,114.64759148682941,115.15804733227989,121.78084721710157,532.8552422146362
